,timestamp,open,high,low,close,volume
0,2021-02-25,259.52,276.6,254.04,254.69,289204119
1,2021-01-29,274.78,286.79,244.61,258.33,452021869
2,2020-12-31,279.16,291.78,264.63,273.16,363610072
3,2020-11-30,264.6,297.38,257.34,276.97,356724889
4,2020-10-30,265.35,285.24,254.82,263.11,454176190
5,2020-09-30,294.71,303.6,244.13,261.9,499179596
6,2020-08-31,252.65,304.67,247.43,293.2,574266263
7,2020-07-31,228.5,255.85,226.9,253.67,516844579
8,2020-06-30,224.59,245.1853,207.11,227.07,548043739
9,2020-05-29,201.6,240.9,198.7562,225.09,509432028
10,2020-04-30,161.615,209.69,150.83,204.71,541538950
11,2020-03-31,194.03,197.24,137.1006,166.8,649513169
12,2020-02-28,203.44,218.765,181.82,192.47,317634511
13,2020-01-31,206.75,224.2,201.06,201.91,347787838
14,2019-12-31,202.13,208.93,193.17,205.25,278225688
15,2019-11-29,192.85,203.8,188.54,201.64,258577372
16,2019-10-31,179.15,198.09,173.09,191.65,329115789
17,2019-09-30,184.0,193.1,175.66,178.08,267509200
18,2019-08-30,194.17,198.47,176.66,185.67,295147285
19,2019-07-31,195.21,208.66,191.93,194.23,351062381
20,2019-06-28,175.0,194.53,160.84,193.0,426428460
21,2019-05-31,194.78,196.1769,177.16,177.47,286821828
22,2019-04-30,167.83,198.48,167.2789,193.4,382184268
23,2019-03-29,162.6,174.3,159.28,166.69,388172717
24,2019-02-28,165.84,172.47,159.59,161.45,302243555
25,2019-01-31,128.99,171.68,128.56,166.69,527561443
26,2018-12-31,143.0,147.19,123.02,131.09,558786249
27,2018-11-30,151.52,154.13,126.85,140.61,518150415
28,2018-10-31,163.03,165.88,139.03,151.79,622446235
29,2018-09-28,173.5,173.89,158.8656,164.46,500468912
30,2018-08-31,173.93,188.3,170.27,175.73,549016789
31,2018-07-31,193.37,218.62,166.56,172.58,652763259
32,2018-06-29,193.065,203.55,186.43,194.32,387265765
33,2018-05-31,172.0,192.72,170.23,191.78,401144183
34,2018-04-30,157.81,177.1,150.51,172.0,751130388
35,2018-03-29,179.01,186.1,149.02,159.79,983045332
36,2018-02-28,188.22,195.32,167.18,178.32,497869797
37,2018-01-31,177.68,190.66,175.8,186.89,464919779
38,2017-12-29,176.03,182.28,169.01,176.46,308647940
39,2017-11-30,182.36,184.25,174.0,177.18,335337226
40,2017-10-31,171.39,180.8,168.29,180.06,309836859
41,2017-09-29,172.4,174.0,161.56,170.87,300559928
42,2017-08-31,169.82,173.05,165.0,171.97,297781301
43,2017-07-31,151.72,175.49,147.8,169.25,402911091
44,2017-06-30,151.75,156.5,144.56,150.98,405705533
45,2017-05-31,151.74,153.6,144.42,151.46,390036541
46,2017-04-28,141.93,151.53,138.81,150.25,273330661
47,2017-03-31,136.47,142.95,136.08,142.05,342098632
48,2017-02-28,132.25,137.18,130.3,135.54,384700625
49,2017-01-31,116.03,133.14,115.51,130.32,379004804
50,2016-12-30,118.38,122.5,114.0,115.05,408728358
51,2016-11-30,131.41,131.94,113.5535,118.42,654602125
52,2016-10-31,128.38,133.5,126.75,130.99,313284563
53,2016-09-30,126.38,131.98,125.6,128.27,376582063
54,2016-08-31,123.85,126.73,122.07,126.12,365670913
55,2016-07-29,114.2,128.33,112.97,123.94,470108473
56,2016-06-30,118.5,119.44,108.23,114.28,451155442
57,2016-05-31,117.83,121.08,114.8,118.81,460559986
58,2016-04-29,113.75,120.79,106.31,117.58,741613866
59,2016-03-31,107.83,116.99,104.4,114.1,521143963
60,2016-02-29,112.27,117.59,96.82,106.92,874152635
61,2016-01-29,101.95,112.84,89.37,112.21,792709100
62,2015-12-31,104.83,107.92,101.46,104.66,440479804
63,2015-11-30,102.46,110.65,100.47,104.24,547199822
64,2015-10-30,90.05,105.12,88.36,101.97,571991600
65,2015-09-30,86.99,96.49,85.72,89.9,634104916
66,2015-08-31,93.53,98.74,72.0,89.43,709770559
67,2015-07-31,86.77,99.24,85.231,94.01,790781334
68,2015-06-30,79.3,89.4,78.66,85.765,537956820
69,2015-05-29,79.24,81.845,76.79,79.19,421870709
70,2015-04-30,82.5,85.59,78.32,78.77,542124478
71,2015-03-31,79.0,86.0699,77.26,82.215,575349997
72,2015-02-27,76.11,81.37,73.45,78.97,475148609
73,2015-01-30,78.58,79.2455,73.54,75.91,546057661
74,2014-12-31,77.26,82.17,74.4,78.02,534690249
75,2014-11-28,75.47,78.27,72.51,77.7,491018048
76,2014-10-31,78.78,81.16,70.32,74.99,1083643275
77,2014-09-30,75.01,79.7067,73.07,79.04,719738102
78,2014-08-29,72.22,75.99,71.55,74.82,589592700
79,2014-07-31,67.58,76.74,62.21,72.65,1025679500
80,2014-06-30,63.23,68.0,61.79,67.29,862067700
81,2014-05-30,60.43,64.3,56.26,63.3,1120155500
82,2014-04-30,60.46,63.91,54.66,59.78,1884621400
83,2014-03-31,66.96,72.59,57.98,60.24,1255440000
84,2014-02-28,63.03,71.44,60.7,68.46,1110774100
85,2014-01-31,54.83,63.37,51.85,62.57,1294714800
86,2013-12-31,46.9,58.58,46.26,54.649,1517533200
87,2013-11-29,50.85,52.09,43.55,47.01,1357311900
88,2013-10-31,49.97,54.825,45.26,50.205,2032635000
89,2013-09-30,41.84,51.6,41.44,50.23,1583083800
90,2013-08-30,37.3,42.26,36.0201,41.294,1344994100
91,2013-07-31,24.9694,38.31,24.15,36.8,1438017100
92,2013-06-28,24.265,25.19,22.67,24.88,788331500
93,2013-05-31,27.85,29.07,23.26,24.348,982094800
94,2013-04-30,25.63,28.1,25.15,27.769,738509200
95,2013-03-28,27.05,28.675,24.72,25.58,727180500
96,2013-02-28,31.01,31.02,26.34,27.25,957639800
97,2013-01-31,27.44,32.5063,27.42,30.981,1675851700
98,2012-12-31,27.9999,28.88,25.15,26.6197,1191832200
99,2012-11-30,21.08,28.0,18.87,28.0,1527490200
100,2012-10-31,22.08,24.25,18.8,21.11,1100938300
101,2012-09-28,18.08,23.37,17.55,21.66,1058643700
102,2012-08-31,21.5,22.45,18.03,18.058,1151944900
103,2012-07-31,31.25,32.88,21.61,21.71,520189700
104,2012-06-29,28.892,33.45,25.52,31.095,667910500
