,timestamp,open,high,low,close,volume
136,2009-10-30,493.0,561.64,482.6,536.12,154193500
137,2009-09-30,459.68,507.0,452.59,495.85,102056300
138,2009-08-31,448.74,474.35,438.5605,461.67,97378800
139,2009-07-31,424.2,452.7,395.9801,443.05,145887200
140,2009-06-30,418.73,447.34,401.8901,421.59,140780100
141,2009-05-29,395.03,417.2329,384.69,417.23,113955500
142,2009-04-30,343.78,403.75,340.61,395.97,175489100
143,2009-03-31,333.33,359.16,289.45,348.06,227721500
144,2009-02-27,334.27,381.0,329.55,337.99,222946400
145,2009-01-30,308.5995,352.33,282.75,338.53,219542700
146,2008-12-31,286.68,329.5,262.5801,307.65,225787700
147,2008-11-28,357.58,372.36,247.3,292.96,315749100
148,2008-10-31,411.15,416.98,309.44,359.36,398191400
149,2008-09-30,476.77,482.18,380.71,400.52,267887800
150,2008-08-29,472.06,510.66,461.9,463.29,137490300
151,2008-07-31,520.0,555.68,465.6005,473.75,207962700
152,2008-06-30,582.5,588.04,515.09,526.42,187380600
153,2008-05-30,578.31,602.45,537.81,585.8,209055200
154,2008-04-30,447.74,584.86,441.0,574.29,285802500
155,2008-03-31,471.51,472.72,412.11,440.47,290938800
156,2008-02-29,528.67,541.04,446.85,471.18,354015500
157,2008-01-31,692.87,697.37,519.0,564.3,315262000
158,2007-12-31,691.01,724.8,652.5,691.48,170456500
159,2007-11-30,702.79,747.24,616.02,693.0,342606600
160,2007-10-31,569.97,707.0,569.61,707.0,310590000
161,2007-09-28,515.02,571.7899,510.88,567.27,138687900
162,2007-08-31,510.5,526.82,480.46,515.25,177222800
163,2007-07-31,525.49,558.58,498.88,510.0,233027400
164,2007-06-29,501.0,534.99,497.59,522.7001,257837700
165,2007-05-31,472.19,508.78,457.41,497.909,198963200
166,2007-04-30,457.76,492.5,452.12,471.38,185730000
167,2007-03-30,442.67,466.0,437.0,458.16,235995600
168,2007-02-28,506.0,506.01,443.04,449.45,227599400
169,2007-01-31,466.0,513.0,461.11,501.5,248923900
170,2006-12-29,485.98,492.4,452.3405,460.48,183144000
171,2006-11-30,478.755,513.0,465.0615,484.81,236642800
172,2006-10-31,401.9,491.96,398.19,476.39,316709800
173,2006-09-29,380.995,418.69,376.72,401.9,242858900
174,2006-08-31,385.11,390.0,363.36,378.53,213728900
175,2006-07-31,420.04,427.89,377.69,386.6,254787800
176,2006-06-30,373.54,419.33,371.6,419.33,284475000
177,2006-05-31,417.85,419.44,360.57,371.82,351526700
178,2006-04-28,389.75,450.72,387.93,417.94,370257300
179,2006-03-31,369.0,399.0,331.55,390.0,612913300
180,2006-02-28,389.86,406.5,337.83,362.62,594453900
181,2006-01-31,422.52,475.11,394.74,432.6601,597481100
182,2005-12-30,409.2,446.21,399.01,414.86,397165000
183,2005-11-30,371.86,431.24,369.01,404.9125,422908000
184,2005-10-31,313.63,374.75,290.685,372.14,385538000
185,2005-09-30,285.91,320.95,285.0,316.46,339965100
186,2005-08-31,288.48,299.72,273.35,286.0,285656800
187,2005-07-29,295.04,317.8,286.99,287.76,409487200
188,2005-06-30,283.2,309.25,267.43,294.15,777224400
189,2005-05-31,222.05,278.4,220.21,277.27,507029100
190,2005-04-29,181.76,224.74,179.84,220.0,452927500
191,2005-03-31,189.29,189.85,172.57,180.51,343553000
192,2005-02-28,194.38,216.8,181.0,187.99,650567500
193,2005-01-31,197.4,205.3,176.29,195.62,409918400
194,2004-12-31,181.77,199.88,168.47,192.79,290392600
195,2004-11-30,193.5,201.6,161.31,181.98,554632100
196,2004-10-29,130.8,199.95,128.9,190.64,513620700
197,2004-09-30,102.7,135.02,98.94,129.6,212494700
