,timestamp,open,high,low,close,volume
0,2021-02-25,51.2,80.75,51.0718,74.59,490432518
1,2021-01-29,54.49,55.49,44.4,50.53,400854119
2,2020-12-31,46.76,56.11,45.805,54.15,241656521
3,2020-11-30,41.15,47.005,38.93,46.51,332265558
4,2020-10-30,45.07,52.93,40.83,41.36,467282817
5,2020-09-30,40.61,46.8199,38.1,44.5,378080718
6,2020-08-31,36.41,41.33,35.65,40.58,269718574
7,2020-07-31,30.15,40.255,30.06,36.4,588034095
8,2020-06-30,31.06,36.94,28.23,29.79,449111303
9,2020-05-29,28.0,34.27,27.12,30.97,408707465
10,2020-04-30,23.7,31.5,22.36,28.68,506713114
11,2020-03-31,36.0,36.86,20.0,24.56,584769215
12,2020-02-28,32.56,39.64,31.51,33.2,461595466
13,2020-01-31,32.31,34.54,31.16,32.48,269694804
14,2019-12-31,30.91,32.89,29.48,32.05,275089678
15,2019-11-29,29.96,31.36,28.63,30.91,297640917
16,2019-10-31,41.32,41.5654,28.84,29.97,426105646
17,2019-09-30,42.38,45.855,40.61,41.2,224397261
18,2019-08-30,42.54,43.48,39.615,42.65,284471961
19,2019-07-31,35.5,43.24,35.224,42.31,315607308
20,2019-06-28,36.45,38.64,34.04,34.9,252976491
21,2019-05-31,40.0,40.82,36.3,36.44,274961052
22,2019-04-30,33.16,40.92,32.7,39.91,402859081
23,2019-03-29,31.17,34.21,29.41,32.88,318148871
24,2019-02-28,33.56,35.25,29.42,30.78,439995656
25,2019-01-31,28.26,33.89,27.87,33.56,373992459
26,2018-12-31,32.24,37.135,26.26,28.74,508739972
27,2018-11-30,34.6,35.35,29.87,31.45,404918817
28,2018-10-31,28.51,35.6373,26.19,34.75,686302061
29,2018-09-28,34.75,35.125,27.93,28.46,420397835
30,2018-08-31,32.25,36.149,31.34,35.18,540172129
31,2018-07-31,43.06,46.9,31.07,31.87,737030919
32,2018-06-29,35.14,47.79,35.09,43.67,846160592
33,2018-05-31,30.21,34.97,29.6,34.7,379934973
34,2018-04-30,28.37,33.12,26.6,30.31,637677817
35,2018-03-29,31.95,36.8,27.39,29.01,692820242
36,2018-02-28,25.52,35.0,24.1,31.86,763967629
37,2018-01-31,24.07,26.65,22.04,25.81,527867103
38,2017-12-29,20.52,25.56,20.12,24.01,365984408
39,2017-11-30,20.74,22.48,19.26,20.58,362256313
40,2017-10-31,16.8,21.96,16.78,20.62,478874415
41,2017-09-29,16.97,18.49,16.44,16.87,219896780
42,2017-08-31,16.2,17.1,15.67,16.91,255979325
43,2017-07-31,17.94,20.88,16.0,16.09,440442955
44,2017-06-30,18.22,19.01,16.27,17.87,335589915
45,2017-05-31,17.14,19.79,16.97,18.32,478514047
46,2017-04-28,14.97,16.79,14.12,16.48,337964978
47,2017-03-31,15.87,16.1,14.32,14.95,310063281
48,2017-02-28,17.84,18.77,15.5,15.77,528530458
49,2017-01-31,16.31,17.78,16.21,17.62,270810599
50,2016-12-30,18.82,19.84,16.16,16.3,360872955
51,2016-11-30,17.84,19.51,17.26,18.49,406501637
52,2016-10-31,23.78,25.25,16.28,17.95,898259975
53,2016-09-30,19.37,23.98,17.52,23.05,803688061
54,2016-08-31,16.65,21.1,16.2,19.21,573987225
55,2016-07-29,16.93,18.895,15.69,16.64,504567443
56,2016-06-30,15.1,17.07,14.0,16.91,497523139
57,2016-05-31,14.73,15.49,13.725,15.22,438380960
58,2016-04-29,16.41,17.98,14.32,14.62,548317513
59,2016-03-31,18.47,20.32,15.33,16.55,425732291
60,2016-02-29,17.89,18.96,13.91,18.12,550334728
61,2016-01-29,22.64,23.0,15.48,16.8,463826915
62,2015-12-31,25.39,26.25,21.99,23.14,397223729
63,2015-11-30,28.54,30.15,24.9,25.4,293070156
64,2015-10-30,26.47,31.87,24.34,28.46,692696750
65,2015-09-30,27.23,29.0,24.6,26.94,321268811
66,2015-08-31,30.85,31.09,21.01,27.79,480288035
67,2015-07-31,36.05,38.82,30.85,31.01,495204356
68,2015-06-30,36.69,37.79,33.51,36.22,495294559
69,2015-05-29,39.19,39.24,36.1,36.67,372895346
70,2015-04-30,51.0,53.49,38.07,38.96,536330962
71,2015-03-31,48.26,51.87,45.13,50.08,378984469
72,2015-02-27,37.7,50.01,36.92,48.08,509994629
73,2015-01-30,36.23,40.95,35.5401,37.53,380590823
74,2014-12-31,41.29,41.29,34.62,35.87,366465943
75,2014-11-28,40.55,43.95,38.81,41.74,446055214
76,2014-10-31,51.08,55.99,39.94,41.47,732543252
77,2014-09-30,50.02,53.64,47.56,51.58,532367453
78,2014-08-29,45.01,50.35,42.51,49.75,457233200
79,2014-07-31,42.06,48.0,35.95,45.19,663656400
80,2014-06-30,32.89,42.0,31.62,40.97,655815500
81,2014-05-30,39.01,40.77,29.51,32.44,739728500
82,2014-04-30,46.71,47.59,37.24,38.97,289236600
83,2014-03-31,53.89,56.09,43.31,46.67,194765500
84,2014-02-28,65.92,67.24,49.99,54.91,347890100
85,2014-01-31,65.0,70.43,55.59,64.5,423741500
86,2013-12-31,41.79,74.73,40.4,63.65,575331100
