,timestamp,open,high,low,close
0,2021-02-23,34.3174,34.3394,33.3772,34.0431
1,2021-01-29,34.9075,35.1813,33.9939,34.3329
2,2020-12-31,34.1666,35.1603,33.8275,34.9091
3,2020-11-30,33.227,34.31,33.2068,34.107
4,2020-10-30,33.3267,33.8134,33.2061,33.2438
5,2020-09-30,32.9568,33.523,32.7053,33.3094
6,2020-08-31,32.7489,33.1643,32.2824,32.9372
7,2020-07-31,30.1031,33.056,30.0761,32.7259
8,2020-06-30,30.0801,30.539,29.8905,30.1235
9,2020-05-29,29.6244,30.1312,28.7949,30.0066
10,2020-04-30,30.5134,30.6742,29.1436,29.615
11,2020-03-31,27.3668,31.4063,27.3465,30.5427
12,2020-02-28,27.8443,27.9454,26.4693,27.3005
13,2020-01-31,26.6884,27.8693,26.4281,27.8614
14,2019-12-31,26.5374,26.7524,25.8546,26.6913
15,2019-11-29,27.7582,27.8805,26.4678,26.5356
16,2019-10-31,26.64,28.1746,26.6106,27.7607
17,2019-09-30,27.7114,28.1206,26.3475,26.6385
18,2019-08-30,27.9149,29.0483,27.6781,27.6789
19,2019-07-31,29.8489,29.8489,27.8783,27.91
20,2019-06-28,30.1392,30.8128,29.5376,29.8882
21,2019-05-31,29.7047,30.1507,29.1938,30.109
22,2019-04-30,30.7717,30.8384,29.4756,29.7015
23,2019-03-29,30.8656,31.2696,29.6039,30.7486
24,2019-02-28,31.725,31.7337,30.4886,30.8651
25,2019-01-31,31.8928,32.7269,31.2746,31.7236
26,2018-12-31,32.0834,32.1979,31.0578,31.8931
27,2018-11-30,31.9305,32.4548,31.4157,32.0168
28,2018-10-31,32.9163,32.9346,31.8988,31.9225
29,2018-09-28,32.8723,33.3056,32.6363,32.9291
30,2018-08-31,31.5168,33.2032,31.0913,32.8846
31,2018-07-31,30.8185,31.6441,30.5294,31.5188
32,2018-06-29,30.6837,31.186,30.3869,30.853
33,2018-05-31,31.8134,31.8137,30.2071,30.6847
34,2018-04-30,32.4788,32.6561,31.7263,31.8098
35,2018-03-30,32.8153,33.0431,31.9526,32.4923
36,2018-02-28,34.6106,35.0915,32.806,32.8215
37,2018-01-31,33.9404,36.1056,33.5653,34.6128
38,2017-12-29,32.2966,33.98,31.9287,33.9023
39,2017-11-30,31.4471,32.4088,30.9015,32.2945
40,2017-10-31,31.5524,31.8183,31.1314,31.4487
41,2017-09-29,30.7076,31.6358,30.6441,31.5786
42,2017-08-31,30.6255,30.9949,29.9036,30.711
43,2017-07-31,29.8948,30.6761,29.5662,30.6606
44,2017-06-30,29.6946,29.9764,29.0382,29.9282
45,2017-05-31,29.0644,29.7808,28.7751,29.695
46,2017-04-28,28.9769,29.2298,28.535,29.0342
47,2017-03-31,28.8578,29.6822,28.4146,28.9606
48,2017-02-28,29.3482,29.4517,28.3672,28.8586
49,2017-01-31,28.522,29.6552,27.4993,29.3397
50,2016-12-30,27.1541,28.6765,26.7312,28.5197
51,2016-11-30,28.1155,28.9956,27.0632,27.1628
52,2016-10-31,29.236,29.2519,27.8593,28.1139
53,2016-09-30,29.3727,30.3335,27.7667,29.2557
54,2016-08-31,27.8552,29.3878,27.554,29.374
55,2016-07-29,27.6732,27.9067,27.2418,27.8735
56,2016-06-30,28.0247,28.5836,27.2268,27.6635
57,2016-05-31,28.9664,29.1306,28.0093,28.0215
58,2016-04-29,29.836,29.9748,28.5125,28.9333
59,2016-03-31,29.3046,30.5935,27.7797,29.8427
60,2016-02-29,27.8874,30.2838,27.8667,29.3038
61,2016-01-29,26.2019,27.9214,25.1564,27.8564
62,2015-12-31,25.4399,26.3841,24.5233,26.2218
63,2015-11-30,25.6946,25.8338,24.2044,25.4413
64,2015-10-30,23.8118,25.8146,23.5902,25.6764
65,2015-09-30,24.8283,25.3442,23.6621,23.8129
66,2015-08-31,23.4262,26.3298,23.0798,24.8013
67,2015-07-31,23.5099,24.6641,23.0283,23.4428
68,2015-06-30,23.2797,24.9077,23.0591,23.5245
69,2015-05-29,23.6802,25.2396,22.78,23.3288
70,2015-04-30,24.9033,25.909,22.2634,23.7206
71,2015-03-31,30.4857,30.6228,22.3799,24.9006
72,2015-02-27,18.2825,37.6313,18.2672,30.5185
73,2015-01-30,19.0815,19.0924,17.5404,18.2413
74,2014-12-31,18.6372,19.775,18.6036,19.0815
